"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
13.75,0.0066885,-0.0846066666667,-1.01439074074
13.8,0.000343,-0.131769166667,-0.644924691358
13.85,-0.007546,-0.153587777778,-0.166153858025
13.9,-0.016121,-0.148728611111,0.330296296296
13.95,-0.0234955,-0.117382222222,0.767197839506
14,-0.0282975,-0.0701244444444,1.13126481481
14.05,-0.031556,-0.0008575,1.36194290123
14.1,-0.0293265,0.0835586111111,1.21701481481
14.15,-0.021609,0.137104722222,0.724905092593
14.2,-0.014063,0.156160277778,0.176687345679
14.25,-0.0053165,0.152730277778,-0.344323302469
14.3,0.002401,0.120526388889,-0.810813888889
14.35,0.0077175,0.0656463888889,-1.12692438272
14.4,0.0094325,-0.00114333333333,-1.22844814815
14.45,0.007546,-0.0666944444444,-1.09823518519
14.5,0.0022295,-0.119001944444,-0.772967438272
14.55,-0.0053165,-0.148823888889,-0.322250617284
14.6,-0.01372,-0.152158611111,0.171129475309
14.65,-0.021266,-0.133484166667,0.691028549383
14.7,-0.028469,-0.0824152777778,1.15571944444
14.75,-0.0306985,-0.00647888888889,1.3507212963
14.8,-0.029155,0.0701244444444,1.16514135802
14.85,-0.0224665,0.121574444444,0.710137037037
14.9,-0.0156065,0.141106388889,0.214163271605
14.95,-0.0077175,0.140725277778,-0.243858179012
15,-0.0005145,0.115381388889,-0.651223611111
15.05,0.0046305,0.0708866666667,-0.93938595679
15.1,0.0070315,0.0147680555556,-1.06520555556
15.15,0.006174,-0.0430655555556,-1.0074566358
15.2,0.002401,-0.0928958333333,-0.778684104938
15.25,-0.003773,-0.126243055556,-0.420810185185
15.3,-0.0111475,-0.137676388889,0.00778101851852
15.35,-0.018522,-0.124813888889,0.436795679012
15.4,-0.0241815,-0.0944202777778,0.856706018518
15.45,-0.029155,-0.0373488888889,1.19457160494
15.5,-0.028812,0.0373488888889,1.24798009259
15.55,-0.025039,0.103566944444,0.949443055556
15.6,-0.01715,0.1414875,0.432455246914
15.65,-0.0094325,0.145584444444,-0.091625462963
15.7,-0.0018865,0.128529722222,-0.53980154321
15.75,0.0042875,0.0893705555556,-0.909585185185
15.8,0.007889,0.0316322222222,-1.12575987654
15.85,0.0077175,-0.032585,-1.12369552469
15.9,0.0042875,-0.08918,-0.919324691358
15.95,-0.0018865,-0.130054166667,-0.566479320988
16,-0.009604,-0.148538055556,-0.123120061728
16.05,-0.0173215,-0.147680555556,0.425415277778
16.1,-0.026068,-0.108521388889,0.989353858025
16.15,-0.0296695,-0.0375394444444,1.29874197531
16.2,-0.0300125,0.0388733333333,1.22934799383
16.25,-0.0248675,0.0972786111111,0.87978441358
16.3,-0.0190365,0.1277675,0.462732407407
16.35,-0.011662,0.142916666667,0.0394344135802
16.4,-0.003773,0.133674722222,-0.408053549383
16.45,0.002744,0.100232222222,-0.79916882716
16.5,0.0070315,0.0478294444444,-1.04794969136
16.55,0.007889,-0.0132436111111,-1.09045416667
16.6,0.005488,-0.0696480555556,-0.929381790123
16.65,0.000343,-0.112141944444,-0.61655308642
16.7,-0.006517,-0.134722777778,-0.215539506173
16.75,-0.014063,-0.134913333333,0.221732561728
16.8,-0.020923,-0.111284444444,0.633438425926
16.85,-0.025725,-0.0713630555556,1.00062839506
16.9,-0.029498,-0.00381111111111,1.18117978395
16.95,-0.026068,0.0633597222222,1.01693148148
17,-0.0217805,0.104329166667,0.679383487654
17.05,-0.0152635,0.131864444444,0.287368364198
17.1,-0.0077175,0.136247222222,-0.16594212963
17.15,-0.0005145,0.114809722222,-0.598079783951
17.2,0.0046305,0.0718394444444,-0.921230246914
17.25,0.007203,0.0156255555556,-1.07028703704
17.3,0.0063455,-0.0438277777778,-1.01026203704
17.35,0.002401,-0.0934675,-0.755711574074
17.4,-0.003773,-0.124432777778,-0.374388734568
17.45,-0.010976,-0.133007777778,0.0688117283951
17.5,-0.0180075,-0.117096388889,0.506295524691
17.55,-0.023324,-0.0826058333333,0.909532253086
17.6,-0.027783,-0.0185791666667,1.12396018519
17.65,-0.0252105,0.0466861111111,0.988242283951
17.7,-0.0217805,0.0869886111111,0.675466512346
17.75,-0.016121,0.114238055556,0.319339351852
17.8,-0.009604,0.121098055556,-0.0806685185185
17.85,-0.003087,0.106234722222,-0.469401851852
17.9,0.0018865,0.0706008333333,-0.772649845679
17.95,0.004459,0.0226761111111,-0.925464814815
18,0.0042875,-0.0287738888889,-0.909214660494
18.05,0.001372,-0.0748883333333,-0.728557407407
18.1,-0.003773,-0.106996944444,-0.416099228395
18.15,-0.0101185,-0.119478333333,-0.0309652777778
18.2,-0.0166355,-0.110331666667,0.366025462963
18.25,-0.021952,-0.0803191666667,0.707384567901
18.3,-0.025039,-0.0382063888889,0.978979166667
18.35,-0.0269255,0.0251533333333,1.05954182099
18.4,-0.022295,0.0832727777778,0.816583487654
18.45,-0.01715,0.112618333333,0.421762962963
18.5,-0.0104615,0.124718611111,0.00973950617284
18.55,-0.003773,0.113571111111,-0.395085185185
18.6,0.001715,0.0827011111111,-0.731098148148
18.65,0.005145,0.0358244444444,-0.948860802469
18.7,0.0056595,-0.0193413888889,-0.990783024691
18.75,0.003087,-0.0714583333333,-0.835374382716
18.8,-0.002058,-0.10976,-0.512065123457
18.85,-0.0087465,-0.12691,-0.0852736111111
18.9,-0.015778,-0.119001944444,0.357873919753
18.95,-0.021609,-0.0878461111111,0.723687654321
19,-0.0252105,-0.0404930555556,0.942879475309
19.05,-0.0258965,0.0133388888889,0.988877469136
19.1,-0.0238385,0.0655511111111,0.856176697531
19.15,-0.018865,0.105948888889,0.557110339506
19.2,-0.012348,0.125195,0.15948441358
19.25,-0.005488,0.122717777778,-0.26196095679
19.3,0.0008575,0.0973738888889,-0.64185462963
19.35,0.0049735,0.0540225,-0.908897067901
19.4,0.0066885,0.000190555555555,-1.01571404321
19.45,0.005145,-0.0561186111111,-0.917842592593
19.5,0.0005145,-0.0996605555556,-0.630209567901
19.55,-0.0056595,-0.123194166667,-0.237188734568
19.6,-0.012691,-0.124432777778,0.185738734568
19.65,-0.0190365,-0.102804722222,0.564256172839
19.7,-0.023667,-0.0637408333333,0.836591820988
19.75,-0.0258965,-0.0130530555556,0.958229783951
19.8,-0.025039,0.0393497222222,0.903709722222
19.85,-0.021609,0.0835586111111,0.692881172839
19.9,-0.016121,0.113475833333,0.35972654321
19.95,-0.0094325,0.122717777778,-0.0489092592593
20,-0.0029155,0.108997777778,-0.461885493827
20.05,0.002401,0.0730780555556,-0.789164660494
20.1,0.0049735,0.0230572222222,-0.950025308642
20.15,0.004802,-0.0298219444444,-0.919271759259
20.2,0.001715,-0.0759363888889,-0.713524691358
20.25,-0.00343,-0.106425277778,-0.378252777778
20.3,-0.0097755,-0.116238888889,0.0194260802469
20.35,-0.0159495,-0.103948055556,0.405936265432
20.4,-0.020923,-0.0726969444444,0.716488888889
20.45,-0.0238385,-0.0268683333333,0.890741358025
20.5,-0.0238385,0.0242005555556,0.87936095679
20.55,-0.0210945,0.0682188888889,0.69415154321
20.6,-0.016464,0.0985172222222,0.384498765432
20.65,-0.0104615,0.109474166667,0.00629891975309
20.7,-0.0046305,0.0988983333333,-0.365919598765
20.75,0.0001715,0.0698386111111,-0.662868672839
20.8,0.0029155,0.0272494444444,-0.827593364198
20.85,0.003087,-0.0199130555556,-0.824311574074
20.9,0.000686,-0.0616447222222,-0.664350771605
20.95,-0.0036015,-0.0907997222222,-0.392226851852
21,-0.0090895,-0.1029,-0.0644183641975
21.05,-0.0145775,-0.0975644444444,0.273658950617
21.1,-0.019551,-0.0745072222222,0.581776697531
21.15,-0.022638,-0.0363961111111,0.807002777778
21.2,-0.023667,0.0121955555556,0.882536882716
21.25,-0.0214375,0.0605966666667,0.756240895062
21.3,-0.0169785,0.0948966666667,0.462308950617
21.35,-0.0111475,0.109855277778,0.0869674382716
21.4,-0.005145,0.103662222222,-0.294725925926
21.45,0,0.0780325,-0.61824691358
21.5,0.0032585,0.0375394444444,-0.833151234568
21.55,0.004116,-0.0114333333333,-0.89735787037
21.6,0.002058,-0.0589769444444,-0.798957098765
21.65,-0.0022295,-0.0967069444444,-0.560233333333
21.7,-0.008232,-0.118716111111,-0.209928703704
21.75,-0.0145775,-0.123861111111,0.26196095679
21.8,-0.0221235,-0.0959447222222,0.765821604938
21.85,-0.0258965,-0.0340141666667,0.998405246914
21.9,-0.0248675,0.0195319444444,0.906991512346
